ID,DBA,BORO,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,PREP_TIME
748,MCDONALD'S,Brooklyn,MERMAID AVENUE,11224,7183722859,Hamburgers,40.57696417,-73.98174547,4
749,MCDONALD'S,Brooklyn,COURT STREET,11201,7188262626,Hamburgers,40.69134314,-73.99158002,1
750,MCDONALD'S,Brooklyn,HAMILTON AVENUE,11231,7186246688,Hamburgers,40.67359573,-73.99972241,1
751,MCDONALD'S,Brooklyn,4 AVENUE,11232,7187889226,Hamburgers,40.65372617,-74.00504192,4
752,MCDONALD'S,Brooklyn,5 AVENUE,11220,7182336257,Hamburgers,40.64437154,-74.01106256,1
753,MCDONALD'S,Manhattan,BROADWAY,10033,9175210827,Hamburgers,40.85007394,-73.93585843,0
754,MCDONALD'S,Manhattan,3 AVENUE,10022,6469186885,Hamburgers,40.75606127,-73.97059696,2
755,MCDONALD'S,Manhattan,BROADWAY,10036,9174095946,Hamburgers,40.75779334,-73.98559409,3
756,MCDONALD'S,Manhattan,EAST   23 STREET,10010,6466829277,Hamburgers,40.74072391,-73.98766917,5
757,MCDONALD'S,Manhattan,8 AVENUE,10001,9142774800,Hamburgers,40.75255704,-73.99317839,5
758,MCDONALD'S,Queens,"AMERICAN AIR,JFK AIRPORT TERMINAL 8",11430,6465334694,Hamburgers,40.64831283,-73.7882815,4
759,MCDONALD'S,Queens,SOUTH CONDUIT AVENUE,11413,7182766230,Hamburgers,40.66548728,-73.75664689,4
760,MCDONALD'S,Queens,MERRICK BLVD,11422,7189794803,Hamburgers,40.67413247,-73.72932124,3
761,MCDONALD'S,Queens,BAISLEY BLVD,11434,7185284219,Hamburgers,40.67969473,-73.77710219,4
762,MCDONALD'S,Queens,SUTPHIN BLVD,11436,7188450581,Hamburgers,40.68617073,-73.79380018,4
763,MCDONALD'S,Queens,LIBERTY AVENUE,11419,7188438777,Hamburgers,40.68632803,-73.82393634,0
764,MCDONALD'S,Queens,JAMAICA AVENUE,11421,7188491979,Hamburgers,40.69308092,-73.85375162,3
765,MCDONALD'S,Queens,JAMAICA AVE,11421,9784630528,Hamburgers,40.69308092,-73.85375162,4
766,MCDONALD'S,Queens,MYRTLE AVE,11385,7184567287,Hamburgers,40.69956494,-73.91070104,4
767,MCDONALD'S,Queens,COOPER AVENUE,11385,7184970722,Hamburgers,40.7017391,-73.88083222,4
768,MCDONALD'S,Queens,JAMAICA AVENUE,11432,7185263725,Hamburgers,40.70340256,-73.8000511,2
769,MCDONALD'S,Queens,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,40.71108246,-73.85477245,3
770,MCDONALD'S,Queens,METROPOLITAN AVENUE,11385,7188218769,Hamburgers,40.71310951,-73.90957903,1
771,MCDONALD'S,Queens,HILLSIDE AVE,11432,7185230109,Hamburgers,40.7132033,-73.78152754,1
772,MCDONALD'S,Queens,QUEENS BOULEVARD,11415,7185442407,Hamburgers,40.71346232,-73.82899743,1
773,MCDONALD'S,Queens,HILLSIDE AVE,11423,7182177405,Hamburgers,40.7203975,-73.7609587,1
774,MCDONALD'S,Queens,55TH RD,11378,7183265500,Hamburgers,40.72665573,-73.90712163,1
775,MCDONALD'S,Queens,KISSENA BLVD,11367,6318581111,Hamburgers,40.72752121,-73.81325937,3
776,MCDONALD'S,Queens,QUEENS BOULEVARD,11373,7184781204,Hamburgers,40.73797025,-73.88368647,3
777,MCDONALD'S,Queens,QUEENS BLVD,11101,6318581111,Hamburgers,40.7440993,-73.92690263,2
778,MCDONALD'S,Queens,UNION TURNPIKE,11004,7183435367,Hamburgers,40.74564768,-73.71455763,3
779,MCDONALD'S,Queens,NATIONAL ST,11368,7186720369,Hamburgers,40.74932162,-73.862914,4
780,MCDONALD'S,Queens,JUNCTION BLVD,11368,7184586259,Hamburgers,40.751002,-73.87050797,1
781,MCDONALD'S,Queens,NORTHERN BLVD,11377,7185453287,Hamburgers,40.75317915,-73.90805903,3
782,MCDONALD'S,Queens,NORTHERN BOULEVARD,11361,7184231577,Hamburgers,40.75764907,-73.7799157,2
783,MCDONALD'S,Queens,MAIN STREET,11354,7189391881,Hamburgers,40.7591202,-73.82993379,3
784,MCDONALD'S,Queens,ASTORIA BLVD,11369,7188987437,Hamburgers,40.7639962,-73.88111028,1
785,MCDONALD'S,Queens,21ST ST,11106,7185450294,Hamburgers,40.76626836,-73.93072292,2
786,MCDONALD'S,Queens,NORTHERN BOULEVARD,11362,7182297701,Hamburgers,40.76845931,-73.7374745,2
787,MCDONALD'S,Queens,STRATTON STREET,11354,7185394570,Hamburgers,40.76985933,-73.83479817,1
788,MCDONALD'S,Queens,20 AVENUE,11356,7183581177,Hamburgers,40.78166298,-73.82997348,3
789,MCDONALD'S #11542,Brooklyn,UTICA AVENUE,11234,7735058724,Hamburgers,40.63188281,-73.92827257,5
790,MCDONALD'S #23105,Brooklyn,ATLANTIC AVENUE,11238,7187835466,Hamburgers,40.68170737,-73.96731645,2
791,MCDONALD'S #3880,Brooklyn,FORT HAMILTON PARKWAY,11218,7735058724,Hamburgers,40.64511516,-73.98690495,2
792,MCDONALDS 14520,Bronx,EAST  241 STREET,10470,7182312085,Sandwiches/Salads/Mixed Buffet,40.90293065,-73.84933413,1
793,MDC GTG,Manhattan,WORLD TRADE CTR,10007,6464881970,Sandwiches,40.71327345,-74.01281992,5
794,MIA PIZZA,Queens,DITMARS BLVD,11105,7187771700,Pizza,40.77913066,-73.91494128,4
795,MIA ZIA'S,Brooklyn,13 AVENUE,11228,7189211340,Italian,40.61504608,-74.01290183,5
796,MIAO MIAO YA,Queens,ROOSEVELT AVE,11354,9177179741,Chinese,40.75979164,-73.82924261,3
797,MIDNIGHTS,Brooklyn,NORTH    6 STREET,11249,9292958176,American,40.71743324,-73.95855812,3
798,MIDWAY BAR,Brooklyn,GRAND STREET,11211,7185991969,American,40.71316217,-73.95798724,1
799,MIGHTY BOWL,Manhattan,LEXINGTON AVENUE,10075,6466929065,Asian/Asian Fusion,40.77391259,-73.95964208,1
800,MIGHTY BOWL,Manhattan,AMSTERDAM AVENUE,10023,6466493196,Asian/Asian Fusion,40.78064536,-73.98012953,1
801,MIGHTY CATCH,Manhattan,COLUMBUS AVENUE,10025,9173883668,Seafood,40.79938769,-73.96276529,0
802,MILAN SPORTS BAR,Queens,METROPOLITAN AVENUE,11379,7187023888,Coffee/Tea,40.71275207,-73.87910988,2
803,MILK BAR,Manhattan,BROADWAY,10001,8653350037,American,40.74560145,-73.98866072,0
804,MIMI'S PIZZA,Manhattan,EAST   86 STREET,10028,6468612518,Pizza,40.77857082,-73.95338907,1
805,MIMMO,Manhattan,YORK AVENUE,10128,9174095820,Italian,40.77763704,-73.94585785,0
806,MING WONG,Bronx,WEST BURNSIDE AVENUE,10453,7185629793,Chinese,40.8538132,-73.90880864,3
807,MINT,Brooklyn,KINGS HIGHWAY,11223,7183390273,Jewish/Kosher,40.60449456,-73.96959079,2
808,MIRIAM,Brooklyn,5 AVENUE,11217,7186222250,Mediterranean,40.68025241,-73.97784129,2
809,MISHKA SOHO,Manhattan,BROOME STREET,10013,9178658001,Middle Eastern,40.72375637,-74.00382061,3
810,MISS ADA,Brooklyn,DEKALB AVENUE,11205,9179091023,Mediterranean,40.68957522,-73.97236083,4
811,MITO,Queens,26TH AVE,11360,9175180388,Asian/Asian Fusion,40.77761123,-73.77964727,1
812,MIZNON,Manhattan,HUDSON YARDS,10001,9178820617,Mediterranean,40.75303757,-74.00028153,0
813,MJ SMITH FOOD & SPIRITS,Manhattan,EAST   45 STREET,10017,6462586353,American,40.75516007,-73.9788919,3
814,MMM...THATS A WRAP,Queens,30 AVENUE,11103,7182789727,American,40.76421069,-73.91566435,2
815,MOCA ASIAN BISTRO,Queens,70 ROAD,11375,7182683333,Asian/Asian Fusion,40.72131919,-73.8454027,5
816,MOJO LATIN,Queens,AUSTIN STREET,11375,7182616162,American,40.72068906,-73.8462736,1
817,MOKJA,Queens,BROADWAY,11106,7187210654,Korean,40.76037249,-73.92196823,1
818,MOM'S MIDTOWN,Manhattan,9 AVENUE,10019,6466570080,American,40.76232538,-73.98980579,1
819,MON HING,Brooklyn,ALBANY AVENUE,11203,7189533739,Chinese,40.66289461,-73.94000761,1
820,MONK MCGINNS,Manhattan,MURRAY STREET,10007,9172658961,American,40.71421246,-74.00974674,3
821,MONTY Q'S,Brooklyn,REMSEN STREET,11201,7182462000,American,40.69326997,-73.99158698,4
822,MONTY Q'S,Brooklyn,MONTAGUE STREET,11201,7182462000,Pizza,40.69441463,-73.99298603,4
823,MOOT BAR,Brooklyn,MYRTLE AVENUE,11205,7186383982,American,40.69402942,-73.96095638,2
824,Morris Park Inn,Bronx,MORRIS PARK AVENUE,10461,7182394109,American,40.84851857,-73.85529535,3
825,MO'S BAR,Brooklyn,LAFAYETTE AVENUE,11217,7187972849,American,40.68716038,-73.97475967,1
826,MOSAIC,Queens,24 AVENUE,11102,7187280708,American,40.77479684,-73.91894369,3
827,MOTORINO,Manhattan,COLUMBUS AVENUE,10024,9176757581,Pizza,40.78551033,-73.97289502,4
828,MR MCGOO'S,Bronx,BROADWAY,10463,7185489810,American,40.87956883,-73.90431435,0
829,MR TONG,Brooklyn,FORT HAMILTON PARKWAY,11218,7188516324,Chinese,40.64868197,-73.97777974,1
830,MR WASABI,Queens,BELL BOULEVARD,11361,7182241133,Japanese,40.76220028,-73.77030923,3
831,MR. BAO,Brooklyn,5 AVENUE,11217,9179091256,Chinese,40.67725275,-73.97987203,1
832,MR. BBQ FOOD,Brooklyn,8 AVENUE,11220,6469454888,Barbecue,40.63645305,-74.00857156,3
833,MR. KING,Brooklyn,FLATBUSH AVENUE,11226,7186935555,Chinese,40.65313169,-73.95935864,3
834,MR. PHIL'S PIZZA,Brooklyn,NEW UTRECHT AVENUE,11228,7182344106,Pizza,40.61804137,-73.99931922,5
835,MR. POLLO # 2,Queens,150TH ST,11357,7183574444,Spanish,40.7900486,-73.81427867,2
836,MR. Q'S,Bronx,WILLIAMSBRIDGE ROAD,10461,7188232424,Chinese,40.85580067,-73.85554695,5
837,MR. WONTON,Brooklyn,7 AVENUE,11217,7183987088,Chinese,40.67518222,-73.97495529,4
838,MR.PIZZA,Bronx,EAST AVENUE,10462,7189313822,Pizza,40.83623663,-73.86035268,4
839,MS. KIM'S,Manhattan,WEST   28 STREET,10001,7189382223,Korean,40.74491518,-73.98789214,5
840,MS. OHHO,Brooklyn,NASSAU AVENUE,11222,7185763253,Korean,40.72483685,-73.94752082,2
841,MY GRILL BAR,Brooklyn,AVENUE P,11223,7189757272,Jewish/Kosher,40.60989712,-73.96306587,2
842,MY PIZZA,Bronx,UNIVERSITY AVENUE,10453,7182990059,Pizza,40.8496307,-73.91666531,1
843,MYMOON,Brooklyn,NORTH   10 STREET,11211,7185997007,Spanish,40.71899648,-73.95516971,1
844,N & D PIZZA,Brooklyn,AVENUE U,11229,7187690909,Pizza,40.60024946,-73.94353193,1
845,Na Nian Na Ban Hot Pot,Brooklyn,7 AVENUE,11220,6462295028,Chinese,40.64176708,-74.00662647,2
846,NACHO MACHO TACO,Brooklyn,5 AVENUE,11217,7186228282,Tex-Mex,40.68055705,-73.97766092,1
847,NACHO MACHO TACOS,Brooklyn,PROSPECT PLACE,11238,7186222727,Tex-Mex,40.6762519,-73.96212048,4
848,NAN XIANG XIAO LONG BAO,Queens,PRINCE ST,11354,7183213838,Chinese,40.75947768,-73.83224308,1
849,NAOKI TAKAHASHI,Manhattan,WEST   17 STREET,10011,6468610086,Japanese,40.74193225,-74.00175385,2
850,NAPOLI PIZZA,Brooklyn,LIVONIA AVENUE,11212,7183859153,Pizza,40.66260204,-73.90849073,2
851,NAPOLI PIZZA,Queens,69 AVENUE,11365,7183801172,Pizza,40.73307344,-73.8047535,4
852,NAPOLI PIZZA & PASTA,Queens,35 AVENUE,11106,7184721146,Pizza,40.75730427,-73.92677618,4
853,NAYA,Manhattan,7 AVENUE,10001,6466449901,Lebanese,40.74878293,-73.99224402,1
854,NB WING WONG,Manhattan,BOWERY,10013,6464907468,Chinese,40.71562638,-73.99645402,0
855,NICANDRAS,Brooklyn,IRVING AVENUE,11237,7183812699,Italian,40.69978836,-73.91576059,2
856,NICK'S BISTRO,Queens,METROPOLITAN AVENUE,11375,7185446425,Greek,40.71005316,-73.84840832,5
857,NIGHT°,Brooklyn,7 AVENUE,11220,7185678878,Bottled Beverages,40.63668332,-74.01188638,2
858,NINO'S PIZZA,Brooklyn,3 AVENUE,11209,7186800222,Pizza,40.61972203,-74.03259545,4
859,No 5,Queens,37TH ST,11101,6466588039,Vegetarian,40.75517544,-73.92425552,2
860,NOM WAH,Manhattan,KENMARE ST AKA 168 BOWERY,10012,6467634242,Chinese,40.72044062,-73.99445517,1
861,NOM!,Manhattan,UNIVERSITY PLACE,10003,6465685186,American,40.73316805,-73.99344379,1
862,NONA'S PIZZA,Bronx,RIVERDALE AVENUE,10471,7188844404,Pizza,40.91047336,-73.90310833,1
863,NOODS AND CHILL,Brooklyn,SOUTH    3 STREET,11211,7183081510,Thai,40.71204071,-73.96125961,0
864,NORA THAI,Brooklyn,NORTH    9 STREET,11211,7183021599,Thai,40.71866198,-73.95611509,0
865,NORA'S PIZZA,Bronx,EASTCHESTER ROAD,10469,7186760500,Pizza,40.86191913,-73.84331758,4
866,NORIBAR,Brooklyn,13 AVENUE,11219,9292507934,Jewish/Kosher,40.63216592,-73.99508221,1
867,NORIKOH,Manhattan,WEST   24 STREET,10010,9173791198,Japanese,40.74287609,-73.99068572,3
868,NORMA,Manhattan,9 AVENUE,10019,9176485001,Italian,40.76550907,-73.98748045,3
869,NORWINDS,Brooklyn,FLUSHING AVENUE,11237,7184171450,Latin American,40.70397586,-73.93063642,2
870,NOWADAYS,Queens,COOPER AVE,11385,9175411321,American,40.69296478,-73.90187141,3
871,NW HOT POT,Queens,ROOSEVELT AVENUE,11354,7183530551,Chinese,40.75977791,-73.82923543,1
872,NY GO GO FAST FOOD,Queens,ROOSEVELT AVE,11354,6462553366,Chinese,40.75923165,-73.83105612,1
873,NY IN CHA,Brooklyn,7 AVENUE,11220,7187651889,Asian/Asian Fusion,40.63671626,-74.01185035,1
874,NY Sal's Pizza,Manhattan,EAST   14 STREET,10009,6462454405,Pizza,40.72982318,-73.97894686,1
875,NYONYA,Brooklyn,86 STREET,11214,7182650888,Chinese,40.60027128,-73.99111621,1
876,O2 K-BBQ,Queens,BELL BOULEVARD,11361,7182241253,Korean,40.75882342,-73.76854496,1
877,OAK & IRON,Brooklyn,FRANKLIN STREET,11222,7183492252,American,40.73146698,-73.95786741,1
878,OASIS,Brooklyn,BEDFORD AVENUE,11249,6463221799,Turkish,40.71820407,-73.95733471,2
879,OASIS PIZZA & GYROS,Queens,QUEENS BLVD,11104,7187864976,American,40.74377635,-73.92410974,4
880,OGLIASTRO,Brooklyn,WASHINGTON AVENUE,11238,7187893700,Italian,40.6743748,-73.96311294,5
881,O'HANLON'S BAR,Queens,QUEENS BOULEVARD,11375,7185209550,American,40.71497372,-73.83205612,1
882,OM WOK,Queens,NORTHERN BLVD,11372,7186398800,Asian/Asian Fusion,40.75626708,-73.87861551,5
883,ON TOP WINGS-N-FISH,Queens,KISSENA BLVD,11367,7187935666,Chicken,40.73014817,-73.8150885,3
884,"OPPA , W4 PIZZA",Manhattan,WEST    4 STREET,10014,6464100446,American,40.73193034,-74.00132782,4
885,OPS,Brooklyn,HIMROD STREET,11237,7183864009,Pizza,40.70250692,-73.91746666,1
886,ORIGINAL HAZI BIRYANI,Queens,HILLSIDE AVE,11432,7186581900,Bangladeshi,40.71115002,-73.79175314,3
887,ORIGINAL NAPOLI'S PIZZA,Brooklyn,CRESCENT STREET,11208,7188279734,Pizza,40.67340069,-73.86952004,5
888,ORIGINAL NICKY'S,Manhattan,AVENUE A,10009,9294887307,Other,40.72995249,-73.98067148,3
889,ORIGINAL PIZZA 167,Bronx,WEST  167 STREET,10452,7185133884,Pizza,40.83733334,-73.927425,5
890,OSAKA,Brooklyn,COURT STREET,11231,7186430044,Japanese,40.68476136,-73.9947502,2
891,OTTO'S TACOS,Manhattan,3 AVENUE,10128,9173882933,Tex-Mex,40.7802175,-73.95297628,1
892,OTTO'S TACOS,Manhattan,SECOND AVENUE,10003,6466784018,Tex-Mex,40.72901197,-73.98737909,1
893,OTTO'S TACOS,Manhattan,9 AVENUE,10019,6469187681,Tex-Mex,40.76242419,-73.98973358,5
894,OTTO'S TACOS,Manhattan,7 AVENUE SOUTH,10014,6466570646,Tex-Mex,40.73450217,-74.00228408,4
895,OXOMOCO,Brooklyn,GREENPOINT AVENUE,11222,6466884180,Mexican,40.73004711,-73.95568542,4
896,P.J.HORGAN'S,Queens,SKILLMAN AVE,11377,9175534651,Irish,40.74621561,-73.91508091,5
897,PACIFIC MOON,Queens,BROADWAY,11377,7184768578,Chinese,40.75143724,-73.90264034,5
898,PADDY G'S,Queens,BROADWAY,11373,7186727575,American,40.73758202,-73.87724958,3
899,PADO,Manhattan,2 AVENUE,10003,6464766101,Japanese,40.73134482,-73.98567921,3
900,PAK LAHORI CHILLI,Brooklyn,CONEY ISLAND AVENUE,11230,7188591400,Indian,40.63265256,-73.96689382,4
901,PALADAR,Manhattan,EAST  112 STREET,10029,6468508094,Brazilian,40.79368152,-73.93778737,4
902,PALO SANTO,Brooklyn,UNION STREET,11215,7186366311,Latin American,40.6769594,-73.9819343,4
903,PALOMAS,Brooklyn,MENAHAN STREET,11237,7185522811,Mexican,40.70327138,-73.91198002,0
904,PAN TODO RICO,Queens,ROOSEVELT AVE,11372,6466393116,Bakery Products/Desserts,40.74706376,-73.8893367,1
905,PANDA,Brooklyn,3 AVENUE,11209,7182388268,Chinese,40.63467444,-74.02647422,4
906,PANDA,Queens,LINDEN BOULEVARD,11412,7182768282,Chinese,40.69356113,-73.75544416,2
907,PANDA,Queens,YELLOWSTONE BLVD,11375,7182688899,Chinese,40.71768094,-73.85699462,4
908,PANDA 148,Manhattan,CATHERINE STREET,10038,9172399908,Chinese,40.71289261,-73.99713592,1
909,PANDA ABC,Brooklyn,AVENUE D,11203,7186293032,Chinese,40.64191234,-73.93294965,2
910,PANDORA,Bronx,3 AVENUE,10451,6467042605,American,40.81020218,-73.92840116,4
911,PAN-TASTIC,Queens,NORTHERN BLVD,11101,7187865280,Korean,40.75306828,-73.92137767,1
912,Papa Johns,Queens,NORTHERN BLVD,11358,7182080127,Other,40.75786511,-73.78824598,2
913,PAPA JOHN'S,Bronx,EAST  204 STREET,10467,7185477272,Pizza,40.87169059,-73.87738072,4
914,PAPA JOHN'S,Bronx,WILLIS AVENUE,10455,7182080127,Pizza,40.8143186,-73.91907962,2
915,PAPA JOHN'S,Brooklyn,STANLEY AVENUE,11207,7182727272,Pizza,40.65724603,-73.88880148,4
916,PAPA JOHN'S,Brooklyn,RALPH AVENUE,11236,7182517272,Pizza,40.63522521,-73.91892292,3
917,PAPA JOHN'S,Brooklyn,NOSTRAND AVENUE,11229,7186467272,Pizza,40.59786043,-73.94140581,4
918,PAPA JOHN'S,Brooklyn,NOSTRAND AVENUE,11226,7182957272,Pizza,40.63899984,-73.94829841,1
919,PAPA JOHN'S,Brooklyn,FULTON STREET,11216,7183997272,Pizza,40.68046637,-73.9509161,2
920,PAPA JOHN'S,Brooklyn,WINTHROP STREET,11225,7187747272,Pizza,40.65694983,-73.95261299,3
921,PAPA JOHN'S,Brooklyn,86 STREET,11214,7182567272,Pizza,40.60931553,-74.0060758,1
922,PAPA JOHN'S,Brooklyn,5 AVENUE,11220,7189217272,Pizza,40.64052564,-74.01509034,4
923,PAPA JOHN'S,Manhattan,WEST  207 STREET,10034,7182957272,Pizza,40.86522288,-73.9196176,3
924,PAPA JOHN'S,Queens,ROCKAWAY BLVD,11436,7182957272,Pizza,40.67335455,-73.79033948,5
925,PAPA JOHN'S,Queens,ROCKAWAY BLVD,11417,7182080127,Pizza,40.68055988,-73.84382825,3
926,PAPA JOHN'S,Queens,SPRINGFIELD BOULEVARD,11413,7184817272,Pizza,40.68065233,-73.75284891,2
927,PAPA JOHN'S,Queens,101ST AVE,11416,9172956250,Pizza,40.68603562,-73.8397842,3
928,PAPA JOHN'S,Queens,HOLLIS AVE,11412,7184657272,Pizza,40.70617107,-73.75822546,4
929,PAPA JOHN'S,Queens,FRANCIS LEWIS BLVD,11427,7182080127,Pizza,40.71882627,-73.75776091,0
930,PAPA JOHN'S,Queens,NORTHERN BOULEVARD,11368,7185077991,Pizza,40.75723399,-73.86930465,5
931,PAPA JOHN'S,Queens,31ST ST,11106,7187287272,Pizza,40.75736064,-73.92912596,1
932,PAPA JOHN'S,Queens,30TH AVE,11377,7182747272,Pizza,40.76029296,-73.90730918,0
933,PAPA JOHN'S PIZZA,Bronx,WHITE PLAINS ROAD,10466,7184057272,Pizza,40.88658698,-73.86114704,3
934,PAPA JOHN'S PIZZA,Bronx,WHITE PLAINS ROAD,10467,7188827272,Pizza,40.86585789,-73.86735491,2
935,PAPA JOHN'S PIZZA,Bronx,WESTCHESTER AVENUE,10472,7185897272,Pizza,40.82857261,-73.87909738,5
936,PAPA JOHN'S PIZZA,Bronx,3 AVENUE,10456,7186817272,Pizza,40.83613486,-73.90273998,2
937,PAPA JOHN'S PIZZA,Bronx,JEROME AVENUE,10453,7182957272,Pizza,40.85224046,-73.90880719,4
938,PAPA JOHN'S PIZZA,Brooklyn,5 AVENUE,11209,9739510117,Pizza,40.62558696,-74.02421909,2
939,PAPA JOHN'S PIZZA,Queens,NATIONAL ST,11368,7186723773,Pizza,40.74675355,-73.86377825,2
940,PAPAYA DOG,Manhattan,1 AVENUE,10003,6466547010,Hotdogs,40.73156667,-73.98228026,5
941,PARA TI COLOMBIA CON SABOR,Queens,HILLSIDE AVENUE,11432,7182986096,Latin American,40.71216597,-73.78896164,4
942,PARADIS TO GO,Manhattan,4 AVENUE,10003,6464166709,American,40.73261611,-73.99007376,1
943,PARAISO BAR,Brooklyn,BATH AVENUE,11214,7187596698,Spanish,40.60424313,-74.00678479,3
944,PARAISO COLOMBIANO,Queens,CORONA AVE,11368,7186995054,Spanish,40.74371967,-73.85627809,4
945,PARC OASIS,Brooklyn,11 AVENUE,11219,9292922010,Seafood,40.62913566,-74.00539311,4
946,PARILLA LATINA,Bronx,BROADWAY,10463,7185436300,Latin American,40.87751701,-73.90581801,3
947,PARKSANBAL BABS,Queens,162 STREET,11358,7188408467,Korean,40.76115094,-73.80388755,3
948,PARLAY,Brooklyn,8 AVENUE,11232,9173615018,American,40.64653769,-73.9980757,3
949,PARQ,Bronx,EAST TREMONT AVENUE,10465,7186846053,American,40.82036763,-73.81800907,1
950,PARRILLA LATINA SPORTS BAR,Bronx,MELROSE AVENUE,10455,7189935894,Latin American,40.81761085,-73.91705601,5
951,PARTY ON,Brooklyn,IRVING AVENUE,11237,9175190156,American,40.70000272,-73.91613539,0
952,PARTY POINT,Queens,MAIN ST,11354,7188382527,Chinese,40.75865321,-73.8296787,1
953,PASTAFINA PIZZA,Manhattan,3 AVENUE,10010,6466924195,Pizza,40.74036085,-73.98201809,2
954,PATACON PISAO,Queens,GRAND AVENUE,11373,7188998922,Tex-Mex,40.73528912,-73.88149728,2
955,PATRICIA'S,Bronx,EAST TREMONT AVENUE,10465,7189181800,Italian,40.82320278,-73.81964167,5
956,PATRIZIA'S,Brooklyn,BROADWAY,11249,7182189272,Italian,40.71069768,-73.96739957,5
957,PAT'S SPORTS BAR,Queens,METROPOLITAN AVENUE,11379,7188940907,American,40.71275205,-73.87909545,5
958,PG PIZZA,Bronx,EAST  167 STREET,10456,7184102000,Pizza,40.83368828,-73.91531575,0
959,PG PIZZA,Bronx,MORRIS AVENUE,10451,7189939165,Pizza,40.82629592,-73.91804242,5
960,PHO 32,Queens,BELL BOULEVARD,11361,7187674960,Southeast Asian,40.75931803,-73.76881757,3
961,PHO 60,Brooklyn,60 STREET,11219,7188857722,Southeast Asian,40.63263528,-74.00481335,1
962,PHO HOANG,Queens,KISSENA BLVD,11355,7187626151,Chinese,40.75841123,-73.82937972,3
963,PHO SHOP,Manhattan,WEST   72 STREET,10023,6468910086,Southeast Asian,40.77803787,-73.98027113,0
964,PHO TOP,Queens,PARSONS BLVD,11354,9179419999,Other,40.77597025,-73.82443137,0
965,PIATTO,Queens,50TH AVE,11101,7183612751,Italian,40.74363488,-73.95887738,4
966,PIAZZA PIZZA,Queens,42 STREET,11103,7187778118,Pizza,40.76011292,-73.9158717,4
967,PICADILLY HALL,Brooklyn,MCDONALD AVENUE,11230,7183362200,Jewish/Kosher,40.61100888,-73.97340554,4
968,PICCOLI TRATTORIA,Brooklyn,6 AVENUE,11215,7187880066,Italian,40.6651163,-73.98638556,3
969,PICNIC WORLD CORP,Queens,NORTHERN BLVD,11358,7188860404,Korean,40.75800193,-73.7955839,4
970,PINKS CANTINA,Manhattan,CHRYSTIE STREET,10002,6468580186,Mexican,40.72216417,-73.99177814,2
971,PINO'S PIZZA AND GRILL,Brooklyn,BATH AVENUE,11214,7189669750,Pizza,40.60088646,-74.00073102,3
972,PINSHANG HOT POT,Queens,127 STREET,11356,7189715555,Chinese,40.7814488,-73.84141335,4
973,PINTO,Brooklyn,MONTAGUE STREET,11201,9293377732,Thai,40.69470015,-73.99402097,1
974,PIO PIO,Queens,WOODHAVEN BOULEVARD,11374,7184580606,Latin American,40.7259583,-73.87011305,1
975,PIO PIO TO GO,Queens,NORTHERN BOULEVARD,11372,7184261010,Latin American,40.75578606,-73.88323654,1
976,PIO-PIO,Queens,NORTHERN BOULEVARD,11372,7184264900,Latin American,40.75575598,-73.8833521,3
977,PIPS,Brooklyn,ATLANTIC AVENUE,11201,7188588849,Italian,40.690616,-73.99571974,4
978,PITA PAN,Brooklyn,7 AVENUE,11215,7188323876,Middle Eastern,40.67196309,-73.97733576,2
979,PITAS AND STICKS,Brooklyn,9 STREET,11215,7183699800,Greek,40.6688546,-73.98564581,3
980,Pizza 2 Go,Manhattan,EAST  125 STREET,10035,6467032789,Pizza,40.80476511,-73.93834047,4
981,PIZZA CIAO PASTA,Brooklyn,BAY PARKWAY,11204,7184839920,Pizza,40.61012446,-73.98530553,0
982,PIZZA DADDY,Brooklyn,BAY PARKWAY,11204,7182597300,Italian,40.61426022,-73.98100766,3
983,PIZZA GYRO GRILL,Brooklyn,AVENUE M,11230,7186765006,Pizza,40.61812729,-73.95882533,0
984,PIZZA MANNA,Queens,LINDEN BLVD,11412,7184263500,Pizza,40.69462064,-73.75162131,1
985,PIZZA NOSH,Brooklyn,NOSTRAND AVENUE,11229,7182533200,Pizza,40.61564281,-73.94473629,3
986,PIZZA PORT,Queens,LEFFERTS BOULEVARD,11420,7188437533,Pizza,40.67026094,-73.82095084,5
987,PIZZA ROLLIO,Manhattan,WEST   58 STREET,10019,6462621438,Pizza,40.76408514,-73.97448854,5
988,PIZZA SAM,Queens,NORTHERN BLVD,11372,9174146422,Pizza,40.75624519,-73.87868052,4
989,PIZZA WAGON,Brooklyn,5 AVENUE,11209,7188365725,Pizza,40.62136502,-74.02632843,1
990,PLADO,Manhattan,EAST    2 STREET,10009,6468505151,Mediterranean,40.7223363,-73.98417675,2
991,PLAYA BOWLS,Manhattan,LEXINGTON AVENUE,10022,9172315259,Other,40.75691801,-73.97206567,0
992,PLAYA BOWLS GC,Manhattan,PARK AVENUE,10169,9172315259,"Juice, Smoothies, Fruit Salads",40.75450075,-73.97595043,3
993,POCHANA,Queens,30TH AVE,11103,7189569559,Thai,40.76603876,-73.91957532,4
994,POKITO,Brooklyn,SOUTH    4 STREET,11211,9179091542,Latin American,40.71156337,-73.96199934,3
995,POLKA DOT,Brooklyn,MANHATTAN AVENUE,11222,7183492884,Polish,40.72611243,-73.95211625,0
